Temperature (K);Pressure (MPa);Density (kg/m3);Volume (m3/kg);Internal Energy (kJ/kg);Enthalpy (kJ/kg);Entropy (J/g*K);Cv (J/g*K);Cp (J/g*K);Sound Spd. (m/s);Joule-Thomson (K/MPa);Viscosity (Pa*s);Therm. Cond. (W/m*K);Phase
266.200000000;8.00000000000;997.428232218;0.00100257839882;173.148974398;181.169601589;0.912863357369;0.929874202740;2.15671390623;669.760071527;0.139208051526;0.000123898029135;0.124750420653;liquid
266.250000000;8.00000000000;997.184707296;0.00100282324095;173.254866175;181.277452102;0.913268467758;0.929855589524;2.15730685558;669.376911566;0.139846100195;0.000123800929117;0.124692410406;liquid
266.300000000;8.00000000000;996.941028598;0.00100306835742;173.360785438;181.385332297;0.913673613546;0.929837098442;2.15790115976;668.993612068;0.140485415110;0.000123703887536;0.124634396853;liquid
266.350000000;8.00000000000;996.697195799;0.00100331374886;173.466732250;181.493242241;0.914078794973;0.929818729661;2.15849682301;668.610172761;0.141125999942;0.000123606904282;0.124576379968;liquid
266.400000000;8.00000000000;996.453208576;0.00100355941593;173.572706674;181.601182002;0.914484012283;0.929800483352;2.15909384964;668.226593370;0.141767858376;0.000123509979246;0.124518359729;liquid
266.450000000;8.00000000000;996.209066601;0.00100380535926;173.678708774;181.709151649;0.914889265719;0.929782359684;2.15969224395;667.842873623;0.142410994115;0.000123413112319;0.124460336113;liquid
266.500000000;8.00000000000;995.964769548;0.00100405157951;173.784738613;181.817151249;0.915294555522;0.929764358824;2.16029201027;667.459013245;0.143055410875;0.000123316303391;0.124402309096;liquid
266.550000000;8.00000000000;995.720317089;0.00100429807732;173.890796254;181.925180873;0.915699881939;0.929746480942;2.16089315295;667.075011959;0.143701112388;0.000123219552354;0.124344278654;liquid
266.600000000;8.00000000000;995.475708896;0.00100454485334;173.996881761;182.033240587;0.916105245213;0.929728726204;2.16149567635;666.690869490;0.144348102402;0.000123122859098;0.124286244765;liquid
266.650000000;8.00000000000;995.230944636;0.00100479190824;174.102995197;182.141330463;0.916510645591;0.929711094779;2.16209958485;666.306585560;0.144996384681;0.000123026223513;0.124228207403;liquid
266.700000000;8.00000000000;994.986023980;0.00100503924266;174.209136628;182.249450569;0.916916083317;0.929693586834;2.16270488287;665.922159892;0.145645963003;0.000122929645491;0.124170166546;liquid
266.750000000;8.00000000000;994.740946594;0.00100528685727;174.315306117;182.357600975;0.917321558640;0.929676202537;2.16331157482;665.537592206;0.146296841163;0.000122833124921;0.124112122170;liquid
266.800000000;8.00000000000;994.495712146;0.00100553475273;174.421503728;182.465781750;0.917727071806;0.929658942053;2.16391966515;665.152882223;0.146949022973;0.000122736661694;0.124054074250;liquid
266.850000000;8.00000000000;994.250320300;0.00100578292969;174.527729527;182.573992965;0.918132623065;0.929641805551;2.16452915833;664.768029662;0.147602512258;0.000122640255701;0.123996022764;liquid
266.900000000;8.00000000000;994.004770721;0.00100603138884;174.633983578;182.682234689;0.918538212665;0.929624793196;2.16514005883;664.383034242;0.148257312861;0.000122543906833;0.123937967686;liquid
266.950000000;8.00000000000;993.759063071;0.00100628013083;174.740265947;182.790506994;0.918943840855;0.929607905154;2.16575237117;663.997895682;0.148913428641;0.000122447614978;0.123879908993;liquid
267.000000000;8.00000000000;993.513197013;0.00100652915634;174.846576699;182.898809950;0.919349507886;0.929591141592;2.16636609987;663.612613697;0.149570863473;0.000122351380029;0.123821846660;liquid
267.050000000;8.00000000000;993.267172207;0.00100677846604;174.952915899;183.007143628;0.919755214010;0.929574502676;2.16698124947;663.227188003;0.150229621248;0.000122255201874;0.123763780664;liquid
267.100000000;8.00000000000;993.020988314;0.00100702806060;175.059283614;183.115508099;0.920160959477;0.929557988571;2.16759782454;662.841618317;0.150889705873;0.000122159080405;0.123705710980;liquid
267.150000000;8.00000000000;992.774644991;0.00100727794071;175.165679908;183.223903434;0.920566744541;0.929541599442;2.16821582967;662.455904352;0.151551121272;0.000122063015512;0.123647637583;liquid
267.200000000;8.00000000000;992.528141895;0.00100752810705;175.272104849;183.332329706;0.920972569455;0.929525335455;2.16883526945;662.070045821;0.152213871387;0.000121967007084;0.123589560449;liquid
267.250000000;8.00000000000;992.281478684;0.00100777856030;175.378558503;183.440786985;0.921378434473;0.929509196775;2.16945614853;661.684042436;0.152877960173;0.000121871055012;0.123531479553;liquid
267.300000000;8.00000000000;992.034655012;0.00100802930114;175.485040935;183.549275344;0.921784339848;0.929493183568;2.17007847155;661.297893910;0.153543391604;0.000121775159186;0.123473394872;liquid
267.350000000;8.00000000000;991.787670533;0.00100828033027;175.591552214;183.657794856;0.922190285838;0.929477295997;2.17070224317;660.911599952;0.154210169672;0.000121679319496;0.123415306379;liquid
267.400000000;8.00000000000;991.540524900;0.00100853164837;175.698092406;183.766345593;0.922596272697;0.929461534228;2.17132746809;660.525160273;0.154878298383;0.000121583535832;0.123357214050;liquid
267.450000000;8.00000000000;991.293217763;0.00100878325614;175.804661578;183.874927627;0.923002300684;0.929445898426;2.17195415103;660.138574580;0.155547781762;0.000121487808084;0.123299117861;liquid
267.500000000;8.00000000000;991.045748775;0.00100903515427;175.911259798;183.983541032;0.923408370054;0.929430388754;2.17258229670;659.751842581;0.156218623850;0.000121392136141;0.123241017787;liquid
267.550000000;8.00000000000;990.798117582;0.00100928734346;176.017887134;184.092185881;0.923814481068;0.929415005378;2.17321190988;659.364963982;0.156890828705;0.000121296519894;0.123182913801;liquid
267.600000000;8.00000000000;990.550323834;0.00100953982442;176.124543653;184.200862248;0.924220633983;0.929399748462;2.17384299533;658.977938490;0.157564400404;0.000121200959232;0.123124805880;liquid
267.650000000;8.00000000000;990.302367178;0.00100979259784;176.231229423;184.309570206;0.924626829060;0.929384618169;2.17447555786;658.590765809;0.158239343040;0.000121105454046;0.123066693998;liquid
267.700000000;8.00000000000;990.054247258;0.00101004566444;176.337944513;184.418309828;0.925033066559;0.929369614665;2.17510960228;658.203445641;0.158915660722;0.000121010004224;0.123008578130;liquid
267.750000000;8.00000000000;989.805963719;0.00101029902491;176.444688991;184.527081191;0.925439346742;0.929354738114;2.17574513343;657.815977691;0.159593357580;0.000120914609656;0.122950458250;liquid
267.800000000;8.00000000000;989.557516204;0.00101055267999;176.551462927;184.635884367;0.925845669871;0.929339988680;2.17638215619;657.428361658;0.160272437758;0.000120819270232;0.122892334333;liquid
267.850000000;8.00000000000;989.308904355;0.00101080663036;176.658266388;184.744719431;0.926252036209;0.929325366526;2.17702067543;657.040597244;0.160952905420;0.000120723985842;0.122834206353;liquid
267.900000000;8.00000000000;989.060127813;0.00101106087677;176.765099445;184.853586459;0.926658446019;0.929310871818;2.17766069608;656.652684148;0.161634764747;0.000120628756374;0.122776074285;liquid
267.950000000;8.00000000000;988.811186216;0.00101131541991;176.871962167;184.962485526;0.927064899565;0.929296504719;2.17830222305;656.264622067;0.162318019937;0.000120533581719;0.122717938104;liquid
268.000000000;8.00000000000;988.562079204;0.00101157026052;176.978854623;185.071416707;0.927471397114;0.929282265394;2.17894526130;655.876410699;0.163002675208;0.000120438461765;0.122659797782;liquid
268.050000000;8.00000000000;988.312806412;0.00101182539932;177.085776883;185.180380077;0.927877938931;0.929268154006;2.17958981581;655.488049741;0.163688734795;0.000120343396402;0.122601653296;liquid
268.100000000;8.00000000000;988.063367477;0.00101208083703;177.192729017;185.289375714;0.928284525282;0.929254170721;2.18023589158;655.099538886;0.164376202951;0.000120248385520;0.122543504618;liquid
268.150000000;8.00000000000;987.813762033;0.00101233657440;177.299711097;185.398403692;0.928691156436;0.929240315703;2.18088349363;654.710877828;0.165065083946;0.000120153429006;0.122485351722;liquid
268.200000000;8.00000000000;987.563989713;0.00101259261214;177.406723191;185.507464089;0.929097832660;0.929226589116;2.18153262701;654.322066261;0.165755382072;0.000120058526751;0.122427194583;liquid
268.250000000;8.00000000000;987.314050148;0.00101284895100;177.513765372;185.616556980;0.929504554224;0.929212991124;2.18218329679;653.933103876;0.166447101636;0.000119963678643;0.122369033174;liquid
268.300000000;8.00000000000;987.063942970;0.00101310559171;177.620837710;185.725682444;0.929911321398;0.929199521892;2.18283550806;653.543990362;0.167140246964;0.000119868884572;0.122310867469;liquid
268.350000000;8.00000000000;986.813667808;0.00101336253502;177.727940277;185.834840557;0.930318134452;0.929186181586;2.18348926593;653.154725409;0.167834822403;0.000119774144426;0.122252697441;liquid
268.400000000;8.00000000000;986.563224288;0.00101361978166;177.835073143;185.944031396;0.930724993658;0.929172970370;2.18414457556;652.765308706;0.168530832316;0.000119679458094;0.122194523065;liquid
268.450000000;8.00000000000;986.312612039;0.00101387733239;177.942236381;186.053255040;0.931131899288;0.929159888409;2.18480144209;652.375739938;0.169228281086;0.000119584825465;0.122136344314;liquid
268.500000000;8.00000000000;986.061830686;0.00101413518796;178.049430063;186.162511567;0.931538851615;0.929146935868;2.18545987072;651.986018792;0.169927173116;0.000119490246428;0.122078161160;liquid
268.550000000;8.00000000000;985.810879852;0.00101439334911;178.156654261;186.271801054;0.931945850914;0.929134112914;2.18611986666;651.596144951;0.170627512826;0.000119395720871;0.122019973578;liquid
268.600000000;8.00000000000;985.559759160;0.00101465181660;178.263909047;186.381123579;0.932352897459;0.929121419711;2.18678143515;651.206118099;0.171329304657;0.000119301248684;0.121961781541;liquid
268.650000000;8.00000000000;985.308468232;0.00101491059119;178.371194494;186.490479223;0.932759991525;0.929108856425;2.18744458145;650.815937917;0.172032553068;0.000119206829754;0.121903585021;liquid
268.700000000;8.00000000000;985.057006687;0.00101516967364;178.478510675;186.599868064;0.933167133390;0.929096423222;2.18810931085;650.425604087;0.172737262538;0.000119112463969;0.121845383991;liquid
268.750000000;8.00000000000;984.805374144;0.00101542906472;178.585857663;186.709290181;0.933574323330;0.929084120270;2.18877562864;650.035116287;0.173443437565;0.000119018151220;0.121787178426;liquid
268.800000000;8.00000000000;984.553570222;0.00101568876519;178.693235532;186.818745653;0.933981561624;0.929071947734;2.18944354018;649.644474197;0.174151082667;0.000118923891393;0.121728968297;liquid
268.850000000;8.00000000000;984.301594535;0.00101594877581;178.800644355;186.928234562;0.934388848550;0.929059905781;2.19011305081;649.253677491;0.174860202382;0.000118829684377;0.121670753577;liquid
268.900000000;8.00000000000;984.049446698;0.00101620909737;178.908084206;187.037756985;0.934796184388;0.929047994579;2.19078416593;648.862725847;0.175570801266;0.000118735530060;0.121612534239;liquid
268.950000000;8.00000000000;983.797126325;0.00101646973064;179.015555160;187.147313005;0.935203569419;0.929036214294;2.19145689094;648.471618937;0.176282883898;0.000118641428331;0.121554310256;liquid
269.000000000;8.00000000000;983.544633028;0.00101673067639;179.123057290;187.256902701;0.935611003925;0.929024565096;2.19213123129;648.080356436;0.176996454874;0.000118547379077;0.121496081599;liquid
269.050000000;8.00000000000;983.291966416;0.00101699193541;179.230590672;187.366526155;0.936018488187;0.929013047152;2.19280719243;647.688938015;0.177711518812;0.000118453382186;0.121437848243;liquid
269.100000000;8.00000000000;983.039126100;0.00101725350848;179.338155380;187.476183448;0.936426022489;0.929001660630;2.19348477984;647.297363343;0.178428080350;0.000118359437547;0.121379610157;liquid
269.150000000;8.00000000000;982.786111687;0.00101751539639;179.445751489;187.585874660;0.936833607115;0.928990405699;2.19416399906;646.905632090;0.179146144145;0.000118265545046;0.121321367316;liquid
269.200000000;8.00000000000;982.532922783;0.00101777759993;179.553379075;187.695599875;0.937241242349;0.928979282530;2.19484485560;646.513743923;0.179865714876;0.000118171704573;0.121263119691;liquid
269.250000000;8.00000000000;982.279558994;0.00101804011989;179.661038214;187.805359173;0.937648928479;0.928968291291;2.19552735504;646.121698508;0.180586797241;0.000118077916014;0.121204867255;liquid
269.300000000;8.00000000000;982.026019922;0.00101830295706;179.768728981;187.915152638;0.938056665790;0.928957432152;2.19621150298;645.729495511;0.181309395961;0.000117984179258;0.121146609978;liquid
269.350000000;8.00000000000;981.772305170;0.00101856611226;179.876451453;188.024980351;0.938464454569;0.928946705285;2.19689730502;645.337134594;0.182033515775;0.000117890494191;0.121088347833;liquid
269.400000000;8.00000000000;981.518414339;0.00101882958627;179.984205706;188.134842396;0.938872295106;0.928936110861;2.19758476682;644.944615419;0.182759161446;0.000117796860701;0.121030080792;liquid
269.450000000;8.00000000000;981.264347028;0.00101909337991;180.091991816;188.244738856;0.939280187690;0.928925649051;2.19827389405;644.551937647;0.183486337755;0.000117703278676;0.120971808827;liquid
269.500000000;8.00000000000;981.010102834;0.00101935749399;180.199809861;188.354669813;0.939688132610;0.928915320027;2.19896469241;644.159100936;0.184215049505;0.000117609748003;0.120913531908;liquid
269.550000000;8.00000000000;980.755681355;0.00101962192931;180.307659918;188.464635353;0.940096130159;0.928905123962;2.19965716762;643.766104946;0.184945301523;0.000117516268568;0.120855250008;liquid
269.600000000;8.00000000000;980.501082184;0.00101988668669;180.415542065;188.574635558;0.940504180628;0.928895061030;2.20035132544;643.372949331;0.185677098652;0.000117422840260;0.120796963098;liquid
269.650000000;8.00000000000;980.246304916;0.00102015176694;180.523456378;188.684670513;0.940912284309;0.928885131403;2.20104717165;642.979633746;0.186410445762;0.000117329462965;0.120738671149;liquid
269.700000000;8.00000000000;979.991349142;0.00102041717090;180.631402936;188.794740303;0.941320441498;0.928875335256;2.20174471207;642.586157845;0.187145347741;0.000117236136570;0.120680374132;liquid
269.750000000;8.00000000000;979.736214453;0.00102068289938;180.739381818;188.904845013;0.941728652488;0.928865672765;2.20244395252;642.192521280;0.187881809500;0.000117142860963;0.120622072019;liquid
269.800000000;8.00000000000;979.480900438;0.00102094895322;180.847393101;189.014984727;0.942136917575;0.928856144106;2.20314489888;641.798723700;0.188619835972;0.000117049636029;0.120563764780;liquid
269.850000000;8.00000000000;979.225406684;0.00102121533324;180.955436865;189.125159531;0.942545237056;0.928846749453;2.20384755703;641.404764754;0.189359432111;0.000116956461655;0.120505452386;liquid
269.900000000;8.00000000000;978.969732777;0.00102148204027;181.063513189;189.235369511;0.942953611229;0.928837488984;2.20455193291;641.010644090;0.190100602895;0.000116863337729;0.120447134809;liquid
269.950000000;8.00000000000;978.713878303;0.00102174907516;181.171622152;189.345614753;0.943362040392;0.928828362878;2.20525803246;640.616361353;0.190843353321;0.000116770264137;0.120388812018;liquid
270.000000000;8.00000000000;978.457842843;0.00102201643874;181.279763834;189.455895344;0.943770524844;0.928819371312;2.20596586166;640.221916187;0.191587688413;0.000116677240765;0.120330483985;liquid
270.050000000;8.00000000000;978.201625979;0.00102228413186;181.387938314;189.566211368;0.944179064885;0.928810514465;2.20667542653;639.827308236;0.192333613212;0.000116584267499;0.120272150680;liquid
270.100000000;8.00000000000;977.945227292;0.00102255215537;181.496145672;189.676562915;0.944587660818;0.928801792518;2.20738673310;639.432537139;0.193081132786;0.000116491344226;0.120213812074;liquid
270.150000000;8.00000000000;977.688646360;0.00102282051011;181.604385990;189.786950071;0.944996312944;0.928793205650;2.20809978744;639.037602537;0.193830252223;0.000116398470832;0.120155468135;liquid
270.200000000;8.00000000000;977.431882759;0.00102308919695;181.712659348;189.897372923;0.945405021566;0.928784754044;2.20881459564;638.642504067;0.194580976636;0.000116305647203;0.120097118836;liquid
270.250000000;8.00000000000;977.174936064;0.00102335821673;181.820965826;190.007831560;0.945813786989;0.928776437882;2.20953116384;638.247241365;0.195333311159;0.000116212873226;0.120038764146;liquid
270.300000000;8.00000000000;976.917805850;0.00102362757031;181.929305506;190.118326069;0.946222609517;0.928768257347;2.21024949819;637.851814066;0.196087260950;0.000116120148785;0.119980404035;liquid
270.350000000;8.00000000000;976.660491689;0.00102389725858;182.037678471;190.228856539;0.946631489458;0.928760212623;2.21096960489;637.456221803;0.196842831191;0.000116027473767;0.119922038473;liquid
270.400000000;8.00000000000;976.402993151;0.00102416728238;182.146084800;190.339423059;0.947040427118;0.928752303894;2.21169149014;637.060464207;0.197600027085;0.000115934848057;0.119863667430;liquid
270.450000000;8.00000000000;976.145309806;0.00102443764259;182.254524577;190.450025718;0.947449422804;0.928744531347;2.21241516020;636.664540908;0.198358853862;0.000115842271542;0.119805290875;liquid
270.500000000;8.00000000000;975.887441219;0.00102470834008;182.362997884;190.560664605;0.947858476827;0.928736895169;2.21314062134;636.268451535;0.199119316772;0.000115749744106;0.119746908778;liquid
270.550000000;8.00000000000;975.629386959;0.00102497937574;182.471504804;190.671339810;0.948267589496;0.928729395547;2.21386787988;635.872195712;0.199881421090;0.000115657265636;0.119688521108;liquid
270.600000000;8.00000000000;975.371146588;0.00102525075044;182.580045420;190.782051423;0.948676761122;0.928722032669;2.21459694216;635.475773066;0.200645172117;0.000115564836015;0.119630127836;liquid
270.650000000;8.00000000000;975.112719669;0.00102552246507;182.688619814;190.892799534;0.949085992018;0.928714806727;2.21532781456;635.079183219;0.201410575175;0.000115472455131;0.119571728930;liquid
270.700000000;8.00000000000;974.854105763;0.00102579452052;182.797228071;191.003584235;0.949495282496;0.928707717910;2.21606050347;634.682425792;0.202177635612;0.000115380122867;0.119513324359;liquid
270.750000000;8.00000000000;974.595304429;0.00102606691768;182.905870274;191.114405615;0.949904632870;0.928700766410;2.21679501534;634.285500405;0.202946358800;0.000115287839109;0.119454914093;liquid
270.800000000;8.00000000000;974.336315226;0.00102633965744;183.014546507;191.225263767;0.950314043456;0.928693952421;2.21753135663;633.888406675;0.203716750134;0.000115195603741;0.119396498100;liquid
270.850000000;8.00000000000;974.077137709;0.00102661274070;183.123256856;191.336158781;0.950723514570;0.928687276136;2.21826953385;633.491144219;0.204488815036;0.000115103416649;0.119338076349;liquid
270.900000000;8.00000000000;973.817771432;0.00102688616837;183.232001404;191.447090751;0.951133046528;0.928680737751;2.21900955352;633.093712652;0.205262558951;0.000115011277717;0.119279648810;liquid
270.950000000;8.00000000000;973.558215948;0.00102715994136;183.340780237;191.558059768;0.951542639650;0.928674337462;2.21975142223;632.696111584;0.206037987349;0.000114919186830;0.119221215450;liquid
271.000000000;8.00000000000;973.298470808;0.00102743406056;183.449593440;191.669065924;0.951952294253;0.928668075467;2.22049514655;632.298340629;0.206815105726;0.000114827143872;0.119162776239;liquid
271.050000000;8.00000000000;973.038535562;0.00102770852690;183.558441098;191.780109313;0.952362010659;0.928661951964;2.22124073314;631.900399393;0.207593919602;0.000114735148728;0.119104331144;liquid
271.100000000;8.00000000000;972.778409756;0.00102798334129;183.667323298;191.891190029;0.952771789189;0.928655967153;2.22198818865;631.502287486;0.208374434523;0.000114643201281;0.119045880135;liquid
271.150000000;8.00000000000;972.518092938;0.00102825850466;183.776240126;192.002308163;0.953181630165;0.928650121236;2.22273751978;631.104004511;0.209156656060;0.000114551301417;0.118987423178;liquid
271.200000000;8.00000000000;972.257584650;0.00102853401793;183.885191668;192.113463812;0.953591533911;0.928644414416;2.22348873327;630.705550073;0.209940589809;0.000114459449019;0.118928960244;liquid
271.250000000;8.00000000000;971.996884437;0.00102880988202;183.994178012;192.224657068;0.954001500750;0.928638846896;2.22424183589;630.306923773;0.210726241394;0.000114367643971;0.118870491298;liquid
271.300000000;8.00000000000;971.735991837;0.00102908609787;184.103199244;192.335888027;0.954411531010;0.928633418881;2.22499683444;629.908125211;0.211513616463;0.000114275886157;0.118812016310;liquid
271.350000000;8.00000000000;971.474906391;0.00102936266642;184.212255452;192.447156783;0.954821625015;0.928628130579;2.22575373576;629.509153985;0.212302720690;0.000114184175461;0.118753535247;liquid
271.400000000;8.00000000000;971.213627635;0.00102963958860;184.321346724;192.558463432;0.955231783095;0.928622982197;2.22651254671;629.110009692;0.213093559776;0.000114092511766;0.118695048077;liquid
271.450000000;8.00000000000;970.952155105;0.00102991686536;184.430473147;192.669808070;0.955642005577;0.928617973945;2.22727327420;628.710691926;0.213886139448;0.000114000894956;0.118636554766;liquid
271.500000000;8.00000000000;970.690488335;0.00103019449765;184.539634811;192.781190792;0.956052292792;0.928613106034;2.22803592518;628.311200279;0.214680465458;0.000113909324914;0.118578055284;liquid
271.550000000;8.00000000000;970.428626857;0.00103047248641;184.648831803;192.892611695;0.956462645071;0.928608378677;2.22880050663;627.911534341;0.215476543588;0.000113817801523;0.118519549597;liquid
271.600000000;8.00000000000;970.166570201;0.00103075083261;184.758064214;193.004070875;0.956873062745;0.928603792087;2.22956702556;627.511693702;0.216274379644;0.000113726324667;0.118461037672;liquid
271.650000000;8.00000000000;969.904317895;0.00103102953719;184.867332132;193.115568430;0.957283546149;0.928599346480;2.23033548901;627.111677947;0.217073979460;0.000113634894229;0.118402519477;liquid
271.700000000;8.00000000000;969.641869465;0.00103130860113;184.976635647;193.227104456;0.957694095615;0.928595042073;2.23110590408;626.711486662;0.217875348897;0.000113543510091;0.118343994978;liquid
271.750000000;8.00000000000;969.379224437;0.00103158802540;185.085974850;193.338679053;0.958104711481;0.928590879085;2.23187827789;626.311119430;0.218678493842;0.000113452172136;0.118285464142;liquid
271.800000000;8.00000000000;969.116382334;0.00103186781096;185.195349829;193.450292317;0.958515394082;0.928586857737;2.23265261759;625.910575830;0.219483420213;0.000113360880248;0.118226926936;liquid
271.850000000;8.00000000000;968.853342676;0.00103214795878;185.304760677;193.561944347;0.958926143756;0.928582978250;2.23342893039;625.509855443;0.220290133951;0.000113269634307;0.118168383327;liquid
271.900000000;8.00000000000;968.590104983;0.00103242846985;185.414207484;193.673635243;0.959336960842;0.928579240849;2.23420722352;625.108957845;0.221098641028;0.000113178434198;0.118109833282;liquid
271.950000000;8.00000000000;968.326668772;0.00103270934515;185.523690342;193.785365103;0.959747845681;0.928575645759;2.23498750425;624.707882611;0.221908947443;0.000113087279802;0.118051276766;liquid
272.000000000;8.00000000000;968.063033559;0.00103299058567;185.633209341;193.897134027;0.960158798612;0.928572193207;2.23576977989;624.306629313;0.222721059222;0.000112996171001;0.117992713745;liquid
272.050000000;8.00000000000;967.799198858;0.00103327219239;185.742764575;194.008942114;0.960569819979;0.928568883422;2.23655405780;623.905197524;0.223534982422;0.000112905107677;0.117934144187;liquid
272.100000000;8.00000000000;967.535164179;0.00103355416632;185.852356135;194.120789466;0.960980910124;0.928565716635;2.23734034534;623.503586811;0.224350723125;0.000112814089713;0.117875568058;liquid
272.150000000;8.00000000000;967.270929033;0.00103383650845;185.961984115;194.232676182;0.961392069394;0.928562693080;2.23812864997;623.101796741;0.225168287444;0.000112723116989;0.117816985322;liquid
272.200000000;8.00000000000;967.006492929;0.00103411921979;186.071648606;194.344602365;0.961803298133;0.928559812991;2.23891897913;622.699826879;0.225987681520;0.000112632189389;0.117758395946;liquid
272.250000000;8.00000000000;966.741855371;0.00103440230134;186.181349703;194.456568114;0.962214596688;0.928557076604;2.23971134033;622.297676789;0.226808911522;0.000112541306792;0.117699799896;liquid
272.300000000;8.00000000000;966.477015864;0.00103468575412;186.291087500;194.568573533;0.962625965408;0.928554484159;2.24050574112;621.895346030;0.227631983651;0.000112450469081;0.117641197138;liquid
272.350000000;8.00000000000;966.211973911;0.00103496957914;186.400862089;194.680618722;0.963037404642;0.928552035895;2.24130218908;621.492834161;0.228456904133;0.000112359676137;0.117582587636;liquid
272.400000000;8.00000000000;965.946729012;0.00103525377742;186.510673566;194.792703786;0.963448914741;0.928549732055;2.24210069183;621.090140738;0.229283679227;0.000112268927840;0.117523971356;liquid
272.450000000;8.00000000000;965.681280664;0.00103553834999;186.620522026;194.904828826;0.963860496056;0.928547572885;2.24290125704;620.687265317;0.230112315221;0.000112178224073;0.117465348263;liquid
272.500000000;8.00000000000;965.415628365;0.00103582329788;186.730407563;195.016993946;0.964272148941;0.928545558631;2.24370389242;620.284207449;0.230942818431;0.000112087564715;0.117406718323;liquid
272.550000000;8.00000000000;965.149771609;0.00103610862212;186.840330273;195.129199250;0.964683873749;0.928543689542;2.24450860572;619.880966684;0.231775195205;0.000111996949647;0.117348081500;liquid
272.600000000;8.00000000000;964.883709887;0.00103639432374;186.950290251;195.241444841;0.965095670837;0.928541965869;2.24531540471;619.477542571;0.232609451920;0.000111906378750;0.117289437759;liquid
272.650000000;8.00000000000;964.617442691;0.00103668040380;187.060287595;195.353730825;0.965507540561;0.928540387865;2.24612429724;619.073934655;0.233445594984;0.000111815851905;0.117230787065;liquid
272.700000000;8.00000000000;964.350969508;0.00103696686333;187.170322399;195.466057306;0.965919483279;0.928538955786;2.24693529117;618.670142480;0.234283630834;0.000111725368991;0.117172129383;liquid
272.750000000;8.00000000000;964.084289826;0.00103725370339;187.280394762;195.578424389;0.966331499351;0.928537669891;2.24774839443;618.266165588;0.235123565941;0.000111634929889;0.117113464677;liquid
272.800000000;8.00000000000;963.817403128;0.00103754092503;187.390504781;195.690832181;0.966743589136;0.928536530438;2.24856361496;617.862003518;0.235965406803;0.000111544534478;0.117054792911;liquid
272.850000000;8.00000000000;963.550308897;0.00103782852931;187.500652552;195.803280786;0.967155752996;0.928535537691;2.24938096077;617.457655807;0.236809159952;0.000111454182639;0.116996114050;liquid
272.900000000;8.00000000000;963.283006613;0.00103811651730;187.610838174;195.915770312;0.967567991295;0.928534691914;2.25020043990;617.053121990;0.237654831951;0.000111363874251;0.116937428058;liquid
272.950000000;8.00000000000;963.015495754;0.00103840489007;187.721061745;196.028300866;0.967980304396;0.928533993375;2.25102206045;616.648401600;0.238502429391;0.000111273609194;0.116878734898;liquid
273.000000000;8.00000000000;962.747775796;0.00103869364868;187.831323365;196.140872554;0.968392692666;0.928533442343;2.25184583054;616.243494167;0.239351958901;0.000111183387346;0.116820034535;liquid
273.050000000;8.00000000000;962.479846214;0.00103898279422;187.941623131;196.253485485;0.968805156472;0.928533039091;2.25267175836;615.838399220;0.240203427135;0.000111093208588;0.116761326932;liquid
273.100000000;8.00000000000;962.211706479;0.00103927232777;188.051961144;196.366139766;0.969217696180;0.928532783894;2.25349985211;615.433116286;0.241056840784;0.000111003072799;0.116702612053;liquid
273.150000000;8.00000000000;961.943356060;0.00103956225042;188.162337503;196.478835506;0.969630312161;0.928532677030;2.25433012009;615.027644886;0.241912206570;0.000110912979856;0.116643889861;liquid
273.200000000;8.00000000000;961.674794426;0.00103985256325;188.272752309;196.591572815;0.970043004786;0.928532718777;2.25516257058;614.621984544;0.242769531245;0.000110822929640;0.116585160320;liquid
273.250000000;8.00000000000;961.406021043;0.00104014326737;188.383205661;196.704351800;0.970455774427;0.928532909419;2.25599721196;614.216134779;0.243628821598;0.000110732922028;0.116526423393;liquid
273.300000000;8.00000000000;961.137035373;0.00104043436388;188.493697661;196.817172572;0.970868621457;0.928533249241;2.25683405262;613.810095107;0.244490084447;0.000110642956900;0.116467679043;liquid
273.350000000;8.00000000000;960.867836877;0.00104072585388;188.604228411;196.930035242;0.971281546251;0.928533738531;2.25767310103;613.403865043;0.245353326645;0.000110553034133;0.116408927233;liquid
273.400000000;8.00000000000;960.598425016;0.00104101773848;188.714798012;197.042939920;0.971694549185;0.928534377580;2.25851436567;612.997444100;0.246218555078;0.000110463153605;0.116350167925;liquid
273.450000000;8.00000000000;960.328799246;0.00104131001880;188.825406565;197.155886716;0.972107630637;0.928535166683;2.25935785510;612.590831787;0.247085776666;0.000110373315195;0.116291401083;liquid
273.500000000;8.00000000000;960.058959021;0.00104160269596;188.936054175;197.268875742;0.972520790985;0.928536106134;2.26020357790;612.184027613;0.247954998360;0.000110283518780;0.116232626668;liquid
273.550000000;8.00000000000;959.788903794;0.00104189577109;189.046740942;197.381907111;0.972934030609;0.928537196234;2.26105154273;611.777031082;0.248826227149;0.000110193764239;0.116173844644;liquid
273.600000000;8.00000000000;959.518633015;0.00104218924531;189.157466972;197.494980934;0.973347349892;0.928538437286;2.26190175826;611.369841699;0.249699470052;0.000110104051447;0.116115054972;liquid
273.650000000;8.00000000000;959.248146133;0.00104248311976;189.268232366;197.608097324;0.973760749216;0.928539829594;2.26275423324;610.962458963;0.250574734126;0.000110014380284;0.116056257616;liquid
